"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"fd6792e4-81a2-43f1-9473-8de2a0d75c61","AD43:44.jpg","43r20","rect:x=1600,y=1747,w=138,h=146","","","","","","","","","","","",""
"04e44403-62c1-449d-bd59-a68a57408a9b","AD43:44.jpg","43r14","rect:x=1609,y=518,w=120,h=138","","","","","","","","","","","",""
"31cf3d25-5f74-4dbd-bf86-09d8f05b2501","AD43:44.jpg","43r24","rect:x=1608,y=2684,w=138,h=121","","","","","","","","","","","",""
"97d6f93b-3481-430e-add2-cf2eea2267f9","AD43:44.jpg","43r18","rect:x=1600,y=1326,w=144,h=102","","","","","","","","","","","",""
"4f299284-a0df-4874-8637-889fb0638849","AD43:44.jpg","44r26","rect:x=704,y=2626,w=119,h=148","","","","","","","","","","","",""
"c9fd6191-6885-4361-971a-f74a48d26154","AD43:44.jpg","44r11","rect:x=885,y=2575,w=112,h=108","","","","","","","","","","","",""
"45c02ea3-02ba-4ec9-b581-05c76abdf231","AD43:44.jpg","44r15","rect:x=714,y=617,w=116,h=112","","","","","","","","","","","",""
"b5609ec1-bfc5-4065-9749-2d355a1154bb","AD43:44.jpg","44r32","rect:x=536,y=1341,w=113,h=150","","","","","","","","","","","",""
"d1dacae0-8cf9-40c6-9f73-e34c2f2dceef","AD43:44.jpg","44r28","rect:x=528,y=533,w=115,h=126","","","","","","","","","","","",""
"8bf76130-acc3-4fbd-8529-4ca7f1ac3018","AD43:44.jpg","43r33","rect:x=1432,y=2008,w=149,h=117","","","","","","","","","","","",""
"286ae064-5f82-4a79-a3c1-8c578bb5d94d","AD43:44.jpg","43r38","rect:x=1240,y=549,w=129,h=148","","","","","","","","","","","",""
"10e14396-aff3-4055-ba32-8150192c89be","AD43:44.jpg","43r15","rect:x=1611,y=733,w=110,h=129","","","","","","","","","","","",""
"f8c85e0c-8f51-46e5-b56f-c738134ded32","AD43:44.jpg","43r17","rect:x=1606,y=1110,w=125,h=141","","","","","","","","","","","",""
