"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"e57055eb-b0c8-44b8-9c57-e847b56f6ec5","AD39:40.jpg","39r16","rect:x=1614,y=1393,w=118,h=141","","","","","","","","","","","",""
"c9380612-c720-4d80-b348-6e4f58228791","AD39:40.jpg","40r9","rect:x=915,y=2336,w=138,h=104","","","","","","","","","","","",""
"8d3a273f-c2a6-46b8-ab0a-58ae2721594d","AD39:40.jpg","40r11","rect:x=913,y=2727,w=133,h=162","","","","","","","","","","","",""
"3b76db41-3a60-460e-b333-f7256274c1c4","AD39:40.jpg","39r31","rect:x=1437,y=2202,w=129,h=102","","","","","","","","","","","",""
"0052a8df-6537-4734-8b58-13506e76866e","AD39:40.jpg","39r7","rect:x=1797,y=2097,w=133,h=132","","","","","","","","","","","",""
"2c8ed7b8-7b0f-4b5c-83be-8e4a6ed1190d","AD39:40.jpg","40r25","rect:x=555,y=375,w=114,h=132","","","","","","","","","","","",""
"0f79ebe5-f62b-42bf-a299-02e597c44281","AD39:40.jpg","40r26","rect:x=553,y=568,w=110,h=160","","","","","","","","","","","",""
"c645b0d3-c8e4-493a-b748-855e73d21c16","AD39:40.jpg","40r35","rect:x=562,y=2429,w=129,h=142","","","","","","","","","","","",""
"9dceb7e1-9e7f-4852-894a-c23a54838ac8","AD39:40.jpg","40r21","rect:x=728,y=2095,w=117,h=97","","","","","","","","","","","",""
"6a77c361-bb80-4f9d-bb16-2a08d15303a4","AD39:40.jpg","40r13","rect:x=731,y=441,w=151,h=92","","","","","","","","","","","",""
"a4910833-99fa-4baa-a950-7419d16f0c19","AD39:40.jpg","39r19","rect:x=1617,y=2125,w=131,h=173","","","","","","","","","","","",""
"bd81ee5b-1959-4314-baf4-ddaa2dde3c52","AD39:40.jpg","39r4","rect:x=1795,y=1334,w=117,h=145","","","","","","","","","","","",""
"00fa092a-97e1-4acb-ba7a-017f49e64fe6","AD39:40.jpg","39r11","rect:x=1623,y=318,w=113,h=141","","","","","","","","","","","",""
"bb9c7b6f-655f-47b2-b982-aa901ed0b97f","AD39:40.jpg","39r5","rect:x=1787,y=1554,w=142,h=211","","","","","","","","","","","",""
"d1d28006-b388-4ab5-8dd7-cee9d759072b","AD39:40.jpg","39r24","rect:x=1425,y=702,w=134,h=149","","","","","","","","","","","",""
"9abeeabc-cbd4-4b40-8b6d-b0b11fa09549","AD39:40.jpg","40r1","rect:x=917,y=445,w=116,h=139","","","","","","","","","","","",""
"48826730-a533-4743-adbc-dfc5dec9c44f","AD39:40.jpg","40r3","rect:x=906,y=899,w=130,h=165","","","","","","","","","","","",""
"56f34b29-c1c3-45b6-b97d-c3b6d4ba376a","AD39:40.jpg","40r12","rect:x=742,y=327,w=127,h=112","","","","","","","","","","","",""
"6fc6a3a6-0260-4ec9-8fc1-8574af00a6d0","AD39:40.jpg","40r28","rect:x=546,y=921,w=123,h=119","","","","","","","","","","","",""
"eb665b88-a902-4219-92a8-e5062a6c42eb","AD39:40.jpg","40r37","rect:x=384,y=375,w=112,h=134","","","","","","","","","","","",""
"e52aff56-78cb-4ed3-adaf-81856b26b94e","AD39:40.jpg","39r6","rect:x=1793,y=1837,w=136,h=155","","","","","","","","","","","",""
"5fd9fe59-b0df-41dc-9db0-6e83d292bd07","AD39:40.jpg","39r2","rect:x=1800,y=915,w=123,h=181","","","","","","","","","","","",""
"72a84798-f638-4391-804b-46fc5edae131","AD39:40.jpg","39r28","rect:x=1436,y=1528,w=113,h=151","","","","","","","","","","","",""
"55f10a34-88ae-461b-aadf-7cb549f2de61","AD39:40.jpg","39r35","rect:x=1256,y=523,w=132,h=100","","","","","","","","","","","",""
"07e2fb30-fea1-4822-8468-cf521edb28f7","AD39:40.jpg","39r32","rect:x=1432,y=2361,w=132,h=177","","","","","","","","","","","",""
"c420d760-d062-4f4f-ace8-59c8c1fcd29d","AD39:40.jpg","39r23","rect:x=1425,y=505,w=132,h=146","","","","","","","","","","","",""
"929c4632-4dc0-4022-adb5-41533dbe6c72","AD39:40.jpg","40r22","rect:x=724,y=2268,w=114,h=139","","","","","","","","","","","",""
"6868c620-2c27-40fb-9d8b-14a9793cc5e2","AD39:40.jpg","40r20","rect:x=733,y=1896,w=116,h=138","","","","","","","","","","","",""
"60873a78-3efc-4881-a851-dba933870dfe","AD39:40.jpg","39r26","rect:x=1429,y=1111,w=130,h=128","","","","","","","","","","","",""
"1402f54d-cb13-4234-add5-047897ffeacf","AD39:40.jpg","39r13","rect:x=1621,y=754,w=108,h=154","","","","","","","","","","","",""
"5d6e409a-0333-4a67-b89f-1377fcd215ee","AD39:40.jpg","40r15","rect:x=731,y=757,w=131,h=83","","","","","","","","","","","",""
"7273427d-a2b2-4f15-920b-02b8e833b5e4","AD39:40.jpg","40r2","rect:x=913,y=678,w=123,h=149","","","","","","","","","","","",""
"340335d0-8017-486e-9316-c6d7fe6604ef","AD39:40.jpg","40r19","rect:x=722,y=1696,w=127,h=131","","","","","","","","","","","",""
"188e64a3-79d2-43b7-be82-3d540a1231d3","AD39:40.jpg","39r10","rect:x=1798,y=2698,w=117,h=91","","","","","","","","","","","",""
"304741dc-9c7b-4910-a7b6-d24d0cddce07","AD39:40.jpg","39r15","rect:x=1619,y=1161,w=110,h=156","","","","","","","","","","","",""
"cc6cb082-75f1-4824-928d-65397a6c59c1","AD39:40.jpg","39r9","rect:x=1800,y=2501,w=121,h=126","","","","","","","","","","","",""
"92897259-382c-4a1b-9b16-6196a7e54e01","AD39:40.jpg","39r8","rect:x=1798,y=2314,w=129,h=115","","","","","","","","","","","",""
"f4f8b05f-ba8d-4e72-a563-4faa5f6795f3","AD39:40.jpg","39r29","rect:x=1439,y=1751,w=115,h=127","","","","","","","","","","","",""
"75373f4d-d648-4625-9871-03f2e9295e9d","AD39:40.jpg","39r33","rect:x=1432,y=2619,w=130,h=166","","","","","","","","","","","",""
"c438d11c-0939-48cb-8d25-0e37c95f5aaa","AD39:40.jpg","39r30","rect:x=1435,y=1981,w=123,h=155","","","","","","","","","","","",""
"ed5630e2-a334-452e-ae72-8a9f7c3c4fb5","AD39:40.jpg","39r22","rect:x=1427,y=328,w=136,h=113","","","","","","","","","","","",""
"46026fad-ebdf-4d30-b296-f96cc6d9e0c3","AD39:40.jpg","40r5","rect:x=906,y=1402,w=130,h=112","","","","","","","","","","","",""
"c28358e3-fa4b-415c-88e8-0887efb72fed","AD39:40.jpg","40r6","rect:x=906,y=1588,w=134,h=193","","","","","","","","","","","",""
"2bd241fe-516a-448a-a8ce-2d52d0af63af","AD39:40.jpg","40r7","rect:x=913,y=1878,w=133,h=143","","","","","","","","","","","",""
"fa95d067-daab-4ef9-be53-723666c6ed47","AD39:40.jpg","40r10","rect:x=919,y=2521,w=130,h=140","","","","","","","","","","","",""
"1efeecad-decc-426c-9c7e-4c4a8e7e480e","AD39:40.jpg","40r8","rect:x=917,y=2108,w=132,h=167","","","","","","","","","","","",""
"c122e9e6-121c-4f6b-b51b-317491d22cae","AD39:40.jpg","40r29","rect:x=555,y=1112,w=116,h=110","","","","","","","","","","","",""
"2ea1c984-879e-4662-be65-47dffef57c43","AD39:40.jpg","40r30","rect:x=555,y=1270,w=114,h=178","","","","","","","","","","","",""
"868614bb-3241-4c60-8892-94665f709ce2","AD39:40.jpg","40r34","rect:x=557,y=2200,w=130,h=145","","","","","","","","","","","",""
"72a39bc2-0b4f-4299-9fe4-ccc631a4ae60","AD39:40.jpg","40r36","rect:x=557,y=2630,w=145,h=187","","","","","","","","","","","",""
"f525ac28-e4f8-40bf-a1a2-e6981f8a526e","AD39:40.jpg","40r16","rect:x=728,y=987,w=132,h=127","","","","","","","","","","","",""
"15e13e88-c91c-486a-82da-2d93597c02bd","AD39:40.jpg","40r4","rect:x=910,y=1163,w=110,h=171","","","","","","","","","","","",""
"91d4465f-e576-4cbc-91d7-dd89c3213e26","AD39:40.jpg","39r36","rect:x=1262,y=667,w=121,h=162","","","","","","","","","","","",""
