"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"b6318083-9e6a-44a9-9182-cd60eac50e8e","AD35:36.jpg","35r35","rect:x=1236,y=321,w=122,h=138","PLACE","","","","","","","UNVERIFIED","","","",""
"311785ca-71dc-4764-9b82-458f888e5462","AD35:36.jpg","36r11","rect:x=898,y=2566,w=129,h=140","PLACE","","","","","","","UNVERIFIED","","","",""
"adf1494f-d687-487f-960f-0361e3ddc5a3","AD35:36.jpg","36r16","rect:x=700,y=1249,w=128,h=135","","","","","","","","","","","",""
"7656cf5d-cef0-49d1-970b-122bb9bb6a78","AD35:36.jpg","35r10","rect:x=1785,y=2468,w=122,h=138","","","","","","","","","","","",""
"1542a99a-133c-4aa3-b56b-e239d2548f62","AD35:36.jpg","35r3","rect:x=1784,y=880,w=112,h=149","","","","","","","","","","","",""
"ae76cb1c-94ba-4a07-9aea-80889d73b444","AD35:36.jpg","36r17","rect:x=696,y=1450,w=128,h=97","","","","","","","","","","","",""
"18e7fad8-02b6-4978-bed9-dd67ed3a7830","AD35:36.jpg","36r28","rect:x=526,y=1502,w=130,h=82","","","","","","","","","","","",""
"43ad1401-178d-4105-8f55-3c7b5932a7fb","AD35:36.jpg","36r31","rect:x=524,y=2217,w=142,h=105","","","","","","","","","","","",""
"3ed92ab7-0216-4728-89ca-3f854ec8c929","AD35:36.jpg","36r30","rect:x=524,y=1946,w=139,h=143","","","","","","","","","","","",""
"8a791401-e0dd-4425-a560-14f8770ef6ba","AD35:36.jpg","36r23","rect:x=522,y=303,w=129,h=117","","","","","","","","","","","",""
"e6c67010-7364-479d-a90c-e291238b178f","AD35:36.jpg","36r15","rect:x=699,y=1013,w=119,h=154","","","","","","","","","","","",""
"09053610-83ed-40fa-91ef-aa1d8466d4c6","AD35:36.jpg","36r4","rect:x=891,y=1092,w=105,h=134","","","","","","","","","","","",""
"efcd599e-4c25-4806-b9c5-8a08a835829c","AD35:36.jpg","36r20","rect:x=700,y=2169,w=139,h=135","","","","","","","","","","","",""
"8ab4ca45-b128-4cb1-af29-328e2e886b4b","AD35:36.jpg","36r24","rect:x=520,y=525,w=131,h=95","","","","","","","","","","","",""
"c3776eba-7560-4cfa-b72e-bfe803548f77","AD35:36.jpg","35r23","rect:x=1605,y=2721,w=125,h=119","","","","","","","","","","","",""
"c35bc1a8-ee30-4830-8d8a-828f912ea366","AD35:36.jpg","35r15","rect:x=1598,y=930,w=132,h=124","","","","","","","","","","","",""
"acdb3d92-2596-470a-a0b3-d42b5f318153","AD35:36.jpg","35r20","rect:x=1601,y=2033,w=119,h=141","","","","","","","","","","","",""
"d4a0acb9-c582-4fe1-9436-7257f583a06b","AD35:36.jpg","35r16","rect:x=1595,y=1128,w=130,h=139","","","","","","","","","","","",""
"00b0cab9-a3aa-4f8a-84b1-b1e43950afee","AD35:36.jpg","35r34","rect:x=1423,y=2576,w=124,h=133","","","","","","","","","","","",""
"de0fd067-633f-4f1f-a3bf-ca898f35948a","AD35:36.jpg","35r6","rect:x=1773,y=1565,w=113,h=131","","","","","","","","","","","",""
"61045e7d-cab4-4b32-b740-5cb1c0e1c7e8","AD35:36.jpg","35r4","rect:x=1782,y=1096,w=111,h=135","","","","","","","","","","","",""
"4aae6cef-222c-4ef2-a8ba-cbfa12c6bdb0","AD35:36.jpg","35r1","rect:x=1790,y=408,w=111,h=179","","","","","","","","","","","",""
"f2955c01-9047-449f-b4b8-1f5f7267d524","AD35:36.jpg","36r2","rect:x=887,y=593,w=129,h=146","","","","","","","","","","","",""
"82acb3db-21ff-4bc3-a0fa-10701483d6d4","AD35:36.jpg","35r2","rect:x=1782,y=631,w=116,h=163","","","","","","","","","","","",""
"974a54ab-876e-480b-9963-2704f6e48991","AD35:36.jpg","35r8","rect:x=1778,y=2026,w=124,h=174","","","","","","","","","","","",""
"5dd8cd3f-5e69-4ea6-bffa-1f75adb4818a","AD35:36.jpg","35r9","rect:x=1784,y=2284,w=123,h=118","","","","","","","","","","","",""
"84bee76a-6e71-4965-95f3-01c25e9ea407","AD35:36.jpg","35r36","rect:x=1237,y=546,w=132,h=158","","","","","","","","","","","",""
"93a2c486-0e31-4aca-b993-3d9817895846","AD35:36.jpg","35r14","rect:x=1606,y=738,w=111,h=100","","","","","","","","","","","",""
"7e6099a6-558c-4909-b33f-1507291be89d","AD35:36.jpg","36r25","rect:x=521,y=730,w=127,h=172","","","","","","","","","","","",""
"34794b8c-3d7a-4098-a066-8ce1e6188988","AD35:36.jpg","36r33","rect:x=519,y=2657,w=155,h=130","","","","","","","","","","","",""
"b8fdb732-ae87-48ee-9865-86902e831918","AD35:36.jpg","36r26","rect:x=529,y=1008,w=120,h=171","","","","","","","","","","","",""
"9a907237-8d77-4d69-9e47-30b4eb3f905e","AD35:36.jpg","35r26","rect:x=1417,y=798,w=125,h=141","","","","","","","","","","","",""
"16dfe8da-5352-42e1-92d9-c5b3dbdccc57","AD35:36.jpg","35r12","rect:x=1604,y=326,w=113,h=120","","","","","","","","","","","",""
"fc5d9056-98b3-445c-bc8d-0a95c9f73538","AD35:36.jpg","35r32","rect:x=1423,y=2111,w=128,h=161","","","","","","","","","","","",""
"107eae84-ab18-46f6-9aee-9d1abeae52cb","AD35:36.jpg","35r29","rect:x=1422,y=1524,w=134,h=133","","","","","","","","","","","",""
"7fd33c56-7cc2-421f-a754-f4cf168cf7d1","AD35:36.jpg","36r19","rect:x=710,y=1928,w=118,h=151","","","","","","","","","","","",""
"82fa4be4-bed3-4050-be5e-2cff23d89dd1","AD35:36.jpg","36r18","rect:x=699,y=1660,w=133,h=168","","","","","","","","","","","",""
"a615761c-d1a3-4706-bcf2-01bf3831ae78","AD35:36.jpg","36r14","rect:x=699,y=831,w=122,h=106","","","","","","","","","","","",""
"4d34465e-eb98-4fe7-a9f1-ddc62cbd3e5a","AD35:36.jpg","36r21","rect:x=697,y=2397,w=148,h=134","","","","","","","","","","","",""
"d88b2feb-6a37-41c4-b841-f723d74a5655","AD35:36.jpg","36r5","rect:x=888,y=1285,w=108,h=106","","","","","","","","","","","",""
"dc037462-7b8b-4a18-8b70-d9007bdf5453","AD35:36.jpg","36r1","rect:x=891,y=414,w=120,h=120","","","","","","","","","","","",""
"7c0a99f8-d670-4957-9207-c4622e4702cc","AD35:36.jpg","36r6","rect:x=880,y=1467,w=117,h=190","","","","","","","","","","","",""
"9f4a70dc-eb7c-45ab-8808-fba68e120f65","AD35:36.jpg","35r37","rect:x=1242,y=748,w=126,h=135","","","","","","","","","","","",""
"de6cd345-5855-471e-b5df-94dedffc66eb","AD35:36.jpg","35r17","rect:x=1595,y=1360,w=123,h=147","","","","","","","","","","","",""
"4f56c617-c500-43f5-a638-cf1179565b8a","AD35:36.jpg","35r31","rect:x=1414,y=1876,w=144,h=161","","","","","","","","","","","",""
