"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"cda3e843-1c0a-47bf-bc87-8901eecc30ef","AD9:10.jpg","9r7","rect:x=1737,y=1512,w=102,h=149","","","","","","","","","","","",""
"5dc4d7fa-1fe0-4837-8579-a6934bde3377","AD9:10.jpg","9r8","rect:x=1738,y=1732,w=109,h=187","","","","","","","","","","","",""
"d9a46fbb-db16-40cb-a5b4-14119788adaa","AD9:10.jpg","9r18","rect:x=1557,y=1447,w=108,h=144","","","","","","","","","","","",""
"6b2b2510-a1b2-4c92-9bd2-359d9194d631","AD9:10.jpg","10r14","rect:x=677,y=289,w=118,h=138","","","","","","","","","","","",""
"239c18e6-4035-4c88-b729-2582f0b41b46","AD9:10.jpg","10r19","rect:x=671,y=1194,w=124,h=168","","","","","","","","","","","",""
"8d4a37b7-a634-4000-9e4d-3290e737d6d6","AD9:10.jpg","10r9","rect:x=852,y=1801,w=118,h=166","","","","","","","","","","","",""
"c5803f2a-60b7-4dff-ab89-f82c106ce5de","AD9:10.jpg","10r8","rect:x=854,y=1642,w=109,h=124","","","","","","","","","","","",""
"c5f7f635-61c2-452d-be77-3ab8d9eed5ef","AD9:10.jpg","10r28","rect:x=501,y=272,w=99,h=140","","","","","","","","","","","",""
"0b785f9e-ffb9-454f-ad5a-625ff63025e6","AD9:10.jpg","10r23","rect:x=671,y=1937,w=127,h=77","","","","","","","","","","","",""
"d402d5c2-3cde-4917-9fc6-b10f7d77e53f","AD9:10.jpg","10r18","rect:x=675,y=1019,w=120,h=127","","","","","","","","","","","",""
"c3bb83fa-e738-4767-9b71-912f63e23bd2","AD9:10.jpg","10r5","rect:x=852,y=1082,w=107,h=155","","","","","","","","","","","",""
"5f47415c-8a58-488a-a3f6-c02defccd9d3","AD9:10.jpg","10r6","rect:x=851,y=1269,w=106,h=147","","","","","","","","","","","",""
"4123981e-1b6c-492e-a207-1854f2ffe011","AD9:10.jpg","10r4","rect:x=851,y=882,w=108,h=133","","","","","","","","","","","",""
"095d0524-6acb-4764-a5b1-5c545cf8a47d","AD9:10.jpg","10r2","rect:x=849,y=567,w=114,h=119","","","","","","","","","","","",""
"6419717c-60a5-46be-accb-5b3e1f423d46","AD9:10.jpg","10r16","rect:x=675,y=656,w=129,h=153","","","","","","","","","","","",""
"77ad6ad6-35d4-40dd-a41a-820897f95c79","AD9:10.jpg","10r11","rect:x=852,y=2229,w=111,h=140","","","","","","","","","","","",""
"4eab49d6-e2fb-4466-a30a-55416115c5f0","AD9:10.jpg","10r17","rect:x=684,y=849,w=118,h=112","","","","","","","","","","","",""
"9ad10321-cf3b-4a64-bdf4-0af23bc41aa3","AD9:10.jpg","10r25","rect:x=677,y=2245,w=116,h=174","","","","","","","","","","","",""
"dfd2abda-11ad-4a14-af3b-3bea6fcd032b","AD9:10.jpg","9r14","rect:x=1568,y=526,w=109,h=167","","","","","","","","","","","",""
"768ebbd1-af0a-4b24-aaf3-2cb4f69602f0","AD9:10.jpg","9r9","rect:x=1737,y=1935,w=115,h=137","","","","","","","","","","","",""
"2653621a-3efe-42bf-9f42-5e35592d3285","AD9:10.jpg","9r20","rect:x=1559,y=1897,w=103,h=128","","","","","","","","","","","",""
"ebe54ee2-de6e-43c4-82b7-14f82a562381","AD9:10.jpg","9r17","rect:x=1560,y=1209,w=110,h=179","","","","","","","","","","","",""
"867f6094-b8ba-4d49-9bb1-b46d945af13b","AD9:10.jpg","9r5","rect:x=1734,y=1151,w=112,h=172","","","","","","","","","","","",""
"73d142be-b4cd-45c5-854b-423c39d79f74","AD9:10.jpg","9r6","rect:x=1735,y=1381,w=105,h=86","","","","","","","","","","","",""
"1908bf35-e197-4d4e-a2f9-0d87c3757c3b","AD9:10.jpg","9r12","rect:x=1744,y=2618,w=99,h=128","","","","","","","","","","","",""
"5307e6eb-691c-41be-9daa-9b5322a70e5f","AD9:10.jpg","9r4","rect:x=1735,y=939,w=104,h=137","","","","","","","","","","","",""
"9be290ca-8e59-45fc-8fda-2028c3acf0af","AD9:10.jpg","9r15","rect:x=1567,y=759,w=107,h=118","","","","","","","","","","","",""
