"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"32d458bf-29ca-4deb-96a4-a8e27942e3b5","SB37b:41:4:5.jpg","37b10","rect:x=1606,y=1378,w=65,h=69","","","","","","","","","","","",""
"38de4128-0048-49dd-9222-ded344e8f818","SB37b:41:4:5.jpg","41r5","rect:x=1300,y=852,w=59,h=79","","","","","","","","","","","",""
"2bf227b9-6456-4799-9a89-ed99f3bfa550","SB37b:41:4:5.jpg","41r10","rect:x=1297,y=1487,w=63,h=105","","","","","","","","","","","",""
"cefea345-2969-43be-bca8-16e0db6ef28c","SB37b:41:4:5.jpg","41r7","rect:x=1296,y=1091,w=63,h=99","","","","","","","","","","","",""
"ca9a03b3-537f-4c26-8cea-970459c924b7","SB37b:41:4:5.jpg","5r8","rect:x=668,y=1319,w=76,h=104","","","","","","","","","","","",""
"acf0cac8-35d2-42a7-a78d-28876993bd6f","SB37b:41:4:5.jpg","5r4","rect:x=672,y=832,w=72,h=74","","","","","","","","","","","",""
"0eddeaa1-b9de-403a-9a16-39b4654ebdb2","SB37b:41:4:5.jpg","5r9","rect:x=669,y=1459,w=67,h=87","","","","","","","","","","","",""
"8f8477a4-b88e-410b-9ea9-eb0c957af8f9","SB37b:41:4:5.jpg","5r16","rect:x=666,y=2339,w=68,h=81","","","","","","","","","","","",""
"cddd0890-6f8c-4206-b4e6-ffa694c9a2ee","SB37b:41:4:5.jpg","5r11","rect:x=662,y=1714,w=85,h=81","","","","","","","","","","","",""
"8603d9ca-529a-4f9b-a065-519af45e3776","SB37b:41:4:5.jpg","5r29","rect:x=480,y=1720,w=87,h=107","","","","","","","","","","","",""
"d1d9222a-4fbd-4cc6-8d22-a6702f1034aa","SB37b:41:4:5.jpg","5r32","rect:x=484,y=2086,w=72,h=77","","","","","","","","","","","",""
"b0a52c97-53a3-4236-bf0e-862d216d5a29","SB37b:41:4:5.jpg","5r27","rect:x=481,y=1448,w=77,h=99","","","","","","","","","","","",""
"071020c5-c2af-4457-ad92-af51aa117eaf","SB37b:41:4:5.jpg","5r21","rect:x=487,y=674,w=67,h=76","","","","","","","","","","","",""
"c597b92d-d36b-41e8-8785-301b4880db42","SB37b:41:4:5.jpg","41r15","rect:x=1291,y=2167,w=69,h=68","","","","","","","","","","","",""
"468b8cbf-002e-4a27-b7f2-8f11fed4a218","SB37b:41:4:5.jpg","5r10","rect:x=671,y=1584,w=69,h=82","","","","","","","","","","","",""
"5af7ca26-8ff9-4ad1-b3aa-75bdac59c8ef","SB37b:41:4:5.jpg","37b3","rect:x=1613,y=535,w=60,h=82","","","","","","","","","","","",""
"eea2c102-19f0-4f97-8153-a1cb071be282","SB37b:41:4:5.jpg","37b5","rect:x=1612,y=770,w=61,h=65","","","","","","","","","","","",""
"188c40a9-3d35-4423-a0e2-6adc0a2772a0","SB37b:41:4:5.jpg","41r6","rect:x=1298,y=972,w=62,h=77","","","","","","","","","","","",""
"00183400-ac65-4bdd-99a6-0aea9d1dd598","SB37b:41:4:5.jpg","5r13","rect:x=668,y=1973,w=71,h=91","","","","","","","","","","","",""
"1efe8159-3978-4b9b-95a7-8e391bea6f65","SB37b:41:4:5.jpg","5r3","rect:x=675,y=656,w=72,h=117","","","","","","","","","","","",""
