"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"636df8ce-2968-4627-bf03-bdedbe2064e0","AD27:28.jpg","27r24","rect:x=1601,y=2495,w=114,h=136","","","","","","","","","","","",""
"fb05511f-ff2d-4582-bddb-207a8007e6d1","AD27:28.jpg","27r41","rect:x=1247,y=857,w=121,h=126","","","","","","","","","","","",""
"5e171a70-212f-4c55-bed2-a04a0e923e1e","AD27:28.jpg","28r11","rect:x=896,y=2291,w=105,h=163","","","","","","","","","","","",""
"78d29e7d-3933-419a-a4e3-877a040f18d3","AD27:28.jpg","28r28","rect:x=555,y=1267,w=103,h=135","","","","","","","","","","","",""
"edcc2407-5602-4a60-9b9b-79696de3b532","AD27:28.jpg","28r18","rect:x=723,y=1320,w=107,h=151","","","","","","","","","","","",""
"327f690a-1718-4839-b1ae-d52afa6d53d9","AD27:28.jpg","28r37","rect:x=373,y=712,w=110,h=151","","","","","","","","","","","",""
"4671ef3d-72f5-46db-b342-77fdec944652","AD27:28.jpg","27r9","rect:x=1774,y=1953,w=115,h=127","","","","","","","","","","","",""
"f917294c-7c21-43a4-bfe5-b8c4c9d5452a","AD27:28.jpg","27r28","rect:x=1419,y=893,w=127,h=124","","","","","","","","","","","",""
"4e8af935-32a0-46ee-8c21-e39b0eb8f56b","AD27:28.jpg","27r11","rect:x=1781,y=2316,w=103,h=91","","","","","","","","","","","",""
"e50f55dd-c858-405f-bc0c-735518a27c33","AD27:28.jpg","27r42","rect:x=1247,y=995,w=125,h=95","","","","","","","","","","","",""
"2ba12234-3c80-47c1-9166-f3be77565415","AD27:28.jpg","27r10","rect:x=1777,y=2138,w=104,h=123","","","","","","","","","","","",""
"3a39c369-cc18-4b91-a8f3-2188978a8fad","AD27:28.jpg","27r13","rect:x=1604,y=262,w=103,h=155","","","","","","","","","","","",""
"a293c625-7a8e-468e-bce1-1f6798de6b3c","AD27:28.jpg","27r21","rect:x=1604,y=1835,w=103,h=187","","","","","","","","","","","",""
"2f8760e1-cfa7-42ee-8dd1-0bc25308d0f1","AD27:28.jpg","27r16","rect:x=1596,y=882,w=116,h=129","","","","","","","","","","","",""
"b7a8faff-bbff-496e-b27b-b262fa511220","AD27:28.jpg","27r25","rect:x=1424,y=264,w=106,h=166","","","","","","","","","","","",""
"8b148288-e31c-4175-ac5a-c14b9a29128b","AD27:28.jpg","27r35","rect:x=1427,y=2064,w=104,h=145","","","","","","","","","","","",""
"110f976d-4e3d-4911-8312-40d39c2eebfb","AD27:28.jpg","28r7","rect:x=898,y=1472,w=114,h=115","","","","","","","","","","","",""
"4374cbb9-6296-4978-93c6-8b13ca53e9b1","AD27:28.jpg","28r8","rect:x=900,y=1671,w=106,h=166","","","","","","","","","","","",""
