"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"33e64908-8a8a-47d6-ae7d-be14aee8af97","AD31:32.jpg","32r1","rect:x=925,y=448,w=110,h=189","","","","","","","","","","","",""
"63bb5b78-bb05-48b3-9fc9-aa19a993f3d1","AD31:32.jpg","32r34","rect:x=555,y=2077,w=121,h=102","","","","","","","","","","","",""
"43cfd5b0-2071-49c2-821b-ae13f2b521d6","AD31:32.jpg","31r2","rect:x=1824,y=683,w=107,h=120","","","","","","","","","","","",""
"c07acd48-904b-4daf-a7d3-29ee9ac9abc0","AD31:32.jpg","31r37","rect:x=1436,y=2196,w=102,h=100","","","","","","","","","","","",""
"2737db01-2e1b-4814-80c9-2b4c0997a865","AD31:32.jpg","31r35","rect:x=1450,y=1779,w=110,h=129","","","","","","","","","","","",""
"1ed77551-4f84-431e-b431-2d4b9591173f","AD31:32.jpg","31r18","rect:x=1649,y=1165,w=106,h=133","","","","","","","","","","","",""
"68e60b46-aed0-44e3-b1a5-1e59c46012f0","AD31:32.jpg","32r29","rect:x=551,y=1130,w=146,h=200","","","","","","","","","","","",""
"2156cc8a-21f2-447f-bff9-903e65ad3ae6","AD31:32.jpg","32r24","rect:x=738,y=2475,w=131,h=165","","","","","","","","","","","",""
"57d8793d-1a78-42c2-8681-41b9a574a1a2","AD31:32.jpg","32r26","rect:x=553,y=384,w=133,h=183","","","","","","","","","","","",""
"af49ea45-5f37-4da9-9ca9-4e4e29d16904","AD31:32.jpg","32r32","rect:x=554,y=1645,w=139,h=141","","","","","","","","","","","",""
"1dc20c1c-3563-49d1-8552-02bd7eae1391","AD31:32.jpg","32r12","rect:x=911,y=2827,w=131,h=133","","","","","","","","","","","",""
"f8f40111-e3f3-4e38-a8a1-e3b59f55cc0e","AD31:32.jpg","32r6","rect:x=907,y=1465,w=128,h=131","","","","","","","","","","","",""
"c845b9d9-5ce2-4d3c-a8e1-8020bbdd24cd","AD31:32.jpg","31r3","rect:x=1825,y=875,w=109,h=126","","","","","","","","","","","",""
"f90123eb-38d7-410d-bccf-3616aea16ac6","AD31:32.jpg","31r13","rect:x=1820,y=2812,w=117,h=95","","","","","","","","","","","",""
"59473d34-72b5-4225-8daa-d820e3c15408","AD31:32.jpg","31r9","rect:x=1819,y=2047,w=123,h=140","","","","","","","","","","","",""
"bfb378b2-4ee0-4196-9a36-17000a4cff1b","AD31:32.jpg","31r6","rect:x=1828,y=1478,w=105,h=118","","","","","","","","","","","",""
"caa0007c-fbda-45f4-b833-797848aed9a1","AD31:32.jpg","31r24","rect:x=1636,y=2441,w=112,h=108","","","","","","","","","","","",""
"ce27ae70-99b6-4819-9298-af6dc0d61b6c","AD31:32.jpg","31r8","rect:x=1827,y=1845,w=109,h=146","","","","","","","","","","","",""
"faad70f2-6eba-473e-b31f-a0c00e0946d1","AD31:32.jpg","31r21","rect:x=1648,y=1783,w=110,h=135","","","","","","","","","","","",""
"ce6d550f-cead-4dfd-8faa-63028b52c9b5","AD31:32.jpg","32r3","rect:x=911,y=903,w=124,h=146","","","","","","","","","","","",""
"a43c5e19-28d0-4bda-8915-9cbaf6bc8a51","AD31:32.jpg","32r11","rect:x=923,y=2586,w=110,h=178","","","","","","","","","","","",""
"b278daa8-1588-431d-8c6f-ea5be2962ca9","AD31:32.jpg","32r18","rect:x=740,y=1274,w=129,h=122","","","","","","","","","","","",""
"c497e7fc-bd45-42cd-9ab0-76765d4f70aa","AD31:32.jpg","32r21","rect:x=742,y=1806,w=119,h=135","","","","","","","","","","","",""
"f93c8a17-a2c1-425d-8a27-c1e5f5328e55","AD31:32.jpg","32r20","rect:x=740,y=1646,w=121,h=97","","","","","","","","","","","",""
"d632904f-8ae9-4753-a2e5-a28ddc11b1e6","AD31:32.jpg","31r39","rect:x=1444,y=2549,w=129,h=170","","","","","","","","","","","",""
