"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"7836f354-1af9-4290-928a-dab486e062c4","SB14:17:18:19.jpg","17r28","rect:x=1206,y=2089,w=63,h=93","","","","","","","","","","","",""
"403e3f0c-4177-4e62-9b16-88fa8c2d55ad","SB14:17:18:19.jpg","17r8","rect:x=1334,y=1345,w=62,h=105","","","","","","","","","","","",""
"8fcbd256-af1e-42f5-a1c4-cf176c74d315","SB14:17:18:19.jpg","17r18","rect:x=1195,y=680,w=73,h=89","","","","","","","","","","","",""
"9b18acdd-1dba-4a28-afa3-9f5349959169","SB14:17:18:19.jpg","17r24","rect:x=1199,y=1552,w=67,h=108","","","","","","","","","","","",""
"5957b945-f9c8-4a2f-b637-3d1845b55c58","SB14:17:18:19.jpg","17r1","rect:x=1331,y=415,w=64,h=85","","","","","","","","","","","",""
"f8149a5f-71a6-4260-80bc-5003aeccbdbd","SB14:17:18:19.jpg","14r24","rect:x=1568,y=1215,w=79,h=63","","","","","","","","","","","",""
"2192fe4d-cbe8-41e8-94bd-4f45cdc166a3","SB14:17:18:19.jpg","14r17","rect:x=1566,y=293,w=86,h=121","","","","","","","","","","","",""
"fc4c0b52-f02a-4a65-9168-12b11f0c25fc","SB14:17:18:19.jpg","14r3","rect:x=1727,y=746,w=62,h=108","","","","","","","","","","","",""
"969631eb-e53b-43ab-ab26-3f696b968ed2","SB14:17:18:19.jpg","14r4","rect:x=1724,y=922,w=65,h=97","","","","","","","","","","","",""
"cd708d4c-64c6-4b8a-858d-38cdb7bbdeaf","SB14:17:18:19.jpg","19r30","rect:x=462,y=2130,w=59,h=94","","","","","","","","","","","",""
"f04d796c-4962-4663-94f4-a0dba3a7b701","SB14:17:18:19.jpg","19r27","rect:x=462,y=1749,w=60,h=86","","","","","","","","","","","",""
"058bffa9-323d-47f6-9516-f08c6c6c47a3","SB14:17:18:19.jpg","19r31","rect:x=462,y=2266,w=58,h=56","","","","","","","","","","","",""
"8f69b1bd-f116-45a4-9afe-ff8745180d63","SB14:17:18:19.jpg","18r18","rect:x=825,y=354,w=62,h=72","","","","","","","","","","","",""
"b79d4544-1e82-41f8-86b4-1c664ad61c3c","SB14:17:18:19.jpg","18r8","rect:x=961,y=1368,w=59,h=94","","","","","","","","","","","",""
"148ee9dd-e82f-43ce-a907-2742201e50df","SB14:17:18:19.jpg","18r6","rect:x=965,y=1105,w=60,h=83","","","","","","","","","","","",""
"1dfaedf8-2b90-4cd6-ae60-379f2a61b39b","SB14:17:18:19.jpg","19r18","rect:x=456,y=571,w=59,h=87","","","","","","","","","","","",""
"de331723-e6d1-4ee0-b5ca-83a014bc0357","SB14:17:18:19.jpg","19r3","rect:x=586,y=675,w=61,h=82","","","","","","","","","","","",""
"b7d60fef-e762-4396-824d-0b0aeb4ce9d5","SB14:17:18:19.jpg","19r4","rect:x=584,y=959,w=60,h=62","","","","","","","","","","","",""
"3eb95d9c-940e-44a6-a73e-73ba0335c147","SB14:17:18:19.jpg","19r4","rect:x=585,y=816,w=60,h=86","","","","","","","","","","","",""
"b01f405f-161a-4276-b45a-41fb4de577af","SB14:17:18:19.jpg","19r21","rect:x=453,y=951,w=66,h=82","","","","","","","","","","","",""
"e96244dd-1524-4d56-a5e3-efe84d938702","SB14:17:18:19.jpg","17r6","rect:x=1326,y=1090,w=73,h=88","","","","","","","","","","","",""
"87892163-21bf-4432-b60d-5ac7c178d8e8","SB14:17:18:19.jpg","19r24","rect:x=457,y=1359,w=64,h=98","","","","","","","","","","","",""
"8eb42576-8b38-492f-b5d0-cd9da8d56761","SB14:17:18:19.jpg","19r28","rect:x=463,y=1891,w=57,h=88","","","","","","","","","","","",""
"e785b731-1622-450c-bfa9-be0154200c24","SB14:17:18:19.jpg","14r2","rect:x=1724,y=578,w=70,h=122","","","","","","","","","","","",""
"61b34ed5-6788-422e-b293-c51e53fda02f","SB14:17:18:19.jpg","14r5","rect:x=1724,y=1080,w=67,h=84","","","","","","","","","","","",""
"ed01862e-4baa-4fad-b8a8-248427bb4a29","SB14:17:18:19.jpg","14r14","rect:x=1719,y=2226,w=75,h=92","","","","","","","","","","","",""
"e972f9c2-8dce-499f-b236-60f3a6cd4093","SB14:17:18:19.jpg","14r19","rect:x=1575,y=581,w=73,h=57","","","","","","","","","","","",""
"d2e4f16c-d4e9-45ad-ac05-e74a75b17844","SB14:17:18:19.jpg","14r30","rect:x=1579,y=1923,w=67,h=99","","","","","","","","","","","",""
"4df31108-203f-4225-a85d-8003594182e5","SB14:17:18:19.jpg","17r5","rect:x=1331,y=984,w=64,h=63","","","","","","","","","","","",""
"f608cd00-0655-44d7-bbb6-1c8bcca002ed","SB14:17:18:19.jpg","17r22","rect:x=1195,y=1269,w=74,h=82","","","","","","","","","","","",""
"e75d072b-df5d-4e24-937a-85cab437733c","SB14:17:18:19.jpg","17r21","rect:x=1196,y=1101,w=72,h=123","","","","","","","","","","","",""
"ed4bdd33-f7cb-4ff9-b2e5-6d3d417214ab","SB14:17:18:19.jpg","17r13","rect:x=1333,y=2086,w=67,h=85","","","","","","","","","","","",""
"8a865213-167b-4f37-9157-1e8c6263d246","SB14:17:18:19.jpg","17r11","rect:x=1333,y=1804,w=64,h=90","","","","","","","","","","","",""
"96430ac0-c351-43bb-b603-37b7159292eb","SB14:17:18:19.jpg","17r27","rect:x=1201,y=1941,w=70,h=113","","","","","","","","","","","",""
"6d65b07e-1eca-44fe-a675-bf11bfc5637b","SB14:17:18:19.jpg","17r25","rect:x=1201,y=1700,w=70,h=88","","","","","","","","","","","",""
"df29589c-e01f-4991-ae85-7fcd85dafc52","SB14:17:18:19.jpg","18r7","rect:x=966,y=1221,w=55,h=80","","","","","","","","","","","",""
"a50ebc35-fe56-4e9d-a80e-33843e481b6e","SB14:17:18:19.jpg","18r13","rect:x=958,y=2081,w=56,h=92","","","","","","","","","","","",""
"c3da7105-09e7-4115-b570-f398d7e9068f","SB14:17:18:19.jpg","18r17","rect:x=953,y=2598,w=62,h=90","","","","","","","","","","","",""
"da295a0e-61aa-4126-bc53-f7e13e585b9f","SB14:17:18:19.jpg","18r26","rect:x=822,y=1426,w=57,h=119","","","","","","","","","","","",""
"afaf4d98-66e3-4f6e-bd5f-fdffed6e6a8f","SB14:17:18:19.jpg","18r16","rect:x=953,y=2476,w=62,h=75","","","","","","","","","","","",""
"38033017-2692-4550-9963-7da275a89bc5","SB14:17:18:19.jpg","18r24","rect:x=822,y=1169,w=57,h=90","","","","","","","","","","","",""
"4449b4fe-fbf8-4604-a83e-f26bf41cafa0","SB14:17:18:19.jpg","18r31","rect:x=817,y=2093,w=56,h=88","","","","","","","","","","","",""
