"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"02f11eed-2cea-4792-b8e2-bfd3dfa2fd45","AD37:38.jpg","37r6","rect:x=1721,y=1535,w=114,h=101","","","","","","","","","","","",""
"675e63e4-b843-41f3-9282-01cbd5d8e3b5","AD37:38.jpg","37r32","rect:x=1375,y=2433,w=139,h=157","","","","","","","","","","","",""
"e2fa3c45-f07e-4332-973a-335d9a9dd0eb","AD37:38.jpg","38r8","rect:x=867,y=2451,w=130,h=132","","","","","","","","","","","",""
"b36addda-de73-4a21-b22c-7ca4dc8dff64","AD37:38.jpg","38r18","rect:x=669,y=2089,w=135,h=145","","","","","","","","","","","",""
"1bb11038-b747-4299-aebd-684e5163e749","AD37:38.jpg","38r22","rect:x=501,y=494,w=135,h=186","","","","","","","","","","","",""
"56e9dfc9-bb66-43ca-847c-0b21f8401933","AD37:38.jpg","37r25","rect:x=1366,y=807,w=142,h=184","","","","","","","","","","","",""
"e41bdc51-1436-4471-bf31-3ea808c4722a","AD37:38.jpg","37r29","rect:x=1379,y=1744,w=136,h=198","","","","","","","","","","","",""
"60999bc5-b400-4e34-bf70-fbbee2a4422d","AD37:38.jpg","37r27","rect:x=1380,y=1320,w=127,h=156","","","","","","","","","","","",""
"215803da-9761-4b0d-b3ad-cd08761729dc","AD37:38.jpg","37r26","rect:x=1379,y=1060,w=121,h=167","","","","","","","","","","","",""
"fa29fb87-9895-4731-ad8a-cfe60be03f88","AD37:38.jpg","38r2","rect:x=855,y=1090,w=142,h=109","","","","","","","","","","","",""
"76f57a35-5434-47c8-8686-4826d93d0442","AD37:38.jpg","38r33","rect:x=317,y=537,w=143,h=152","","","","","","","","","","","",""
"f432e347-aa33-4bac-b8ac-b70be678a5ef","AD37:38.jpg","38r34","rect:x=320,y=751,w=132,h=102","","","","","","","","","","","",""
"b80a792b-f01a-4e0e-b77e-ff40e77103d8","AD37:38.jpg","37r23","rect:x=1370,y=337,w=126,h=137","","","","","","","","","","","",""
"57e9aef9-7e94-4377-8818-7a41d7ec2e45","AD37:38.jpg","38r28","rect:x=503,y=1879,w=135,h=169","","","","","","","","","","","",""
"a071ee8d-4c78-4613-83ce-adef9d137bc5","AD37:38.jpg","37r10","rect:x=1734,y=2422,w=128,h=100","","","","","","","","","","","",""
"7c7e53d5-ea32-489a-a3af-e01bec964a52","AD37:38.jpg","37r18","rect:x=1553,y=1733,w=126,h=103","","","","","","","","","","","",""
"10c5ed21-5b39-458a-9de5-5fdacc4f33fa","AD37:38.jpg","37r14","rect:x=1557,y=790,w=136,h=133","","","","","","","","","","","",""
"f5dc1c74-1b5f-4902-b084-e98502aad967","AD37:38.jpg","37r9","rect:x=1727,y=2129,w=142,h=193","","","","","","","","","","","",""
"ceaf91dd-ea8b-416d-9c43-f03505a37614","AD37:38.jpg","38r10","rect:x=674,y=323,w=118,h=114","","","","","","","","","","","",""
"decd3b4a-8544-4ee9-9a89-4d2cb69401a7","AD37:38.jpg","37r4","rect:x=1723,y=1080,w=118,h=139","","","","","","","","","","","",""
